SAS_NAME,SESTAT_NAME,DESCRIPTION,SOURCE,QUESTION,DOMAIN,SAS_FMT
ND4SEMG,R_ED_4TH_HD_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW,Field of study of second major for fourth highest degree - best code (major group),CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents with four or more degrees,$MAJOR_GROUP_CODES_NEW
ND5MEMG,S_ED_5TH_HD_MAJOR_ED_GRP_MAJOR_NEW,Field of study for fifth highest degree (major group),CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents with five or more degrees,$MAJOR_GROUP_CODES_NEW
ND5MENG,S_ED_5TH_HD_MAJOR_ED_GRP_MINOR_NEW,Field of study for fifth highest degree (minor group),CG0: SYSTEM/CGN: RECODE/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents with five or more degrees,$MINOR_ED_GROUP_CODES_NEW
ND5NENG,S_ED_5TH_HD_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW,Field of study of second major for fifth highest degree - best code (minor group),CG0: SYSTEM/CGN: RECODE/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents with five or more degrees,$MINOR_ED_GROUP_CODES_NEW
ND5SEMG,S_ED_5TH_HD_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW,Field of study of second major for fifth highest degree - best code (major group),CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents with five or more degrees,$MAJOR_GROUP_CODES_NEW
NDGMEBG,O_ED_HD_MAJOR_ED_GRP_BROAD_NEW,Field of study for highest degree (broad group),CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,All respondents,$EDU19BROAD
NDGMEMG,O_ED_HD_MAJOR_ED_GRP_MAJOR_NEW,Field of study for highest degree (major group),CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MAJOR_GROUP_CODES_NEW
NDGMENG,O_ED_HD_MAJOR_ED_GRP_MINOR_NEW,Field of study for highest degree (minor group),CG0: SYSTEM/CGN: RECODE/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MINOR_ED_GROUP_CODES_NEW
NEDTP,E_JOB_EMPLR_NON_EDUC_INST_TYPE,Employer type (not taking into account if it was an educational institution),CG0: A13/CGN: A13/CGNR: A13,"Which of the following best describes your principal employer during the week of February 1, 2023? Were you...","Working during the week of February 1, 2023",$EMPLOYER_TYPE_CODES_R2_
NEWBUS,E_JOB_EMPLR_NEW_BUSINESS,New business,CG0: A12/CGN: A12/CGNR: A12,Did your principal employer come into being as a new business within the past 5 years?,"Working during the week of February 1, 2023",$YES_NO_CODES
NHDNENG,O_ED_HD_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW,Field of study of second major for highest degree - best code (minor group),CG0: SYSTEM/CGN: RECODE/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MINOR_ED_GROUP_CODES_NEW
NHDSEMG,O_ED_HD_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW,Field of study of second major for highest degree - best code (major group),CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MAJOR_GROUP_CODES_NEW
NMRMEBG,M_ED_MR_MAJOR_ED_GRP_BROAD_NEW,Field of study of major for most recent degree (broad group),CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,All respondents,$EDU19BROAD
NMRMEMG,M_ED_MR_MAJOR_ED_GRP_MAJOR_NEW,Field of study of major for most recent degree (major group),CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MAJOR_GROUP_CODES_NEW
NMRMENG,M_ED_MR_MAJOR_ED_GRP_MINOR_NEW,Field of study of major for most recent degree (minor group),CG0: SYSTEM/CGN: RECODE/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MINOR_ED_GROUP_CODES_NEW
NMRNENG,M_ED_MR_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW,Field of study of second major for most recent degree - best code (minor group),CG0: SYSTEM/CGN: RECODE/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MINOR_ED_GROUP_CODES_NEW
NMRSEMG,M_ED_MR_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW,Field of study of second major for most recent degree - best code (major group),CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MAJOR_GROUP_CODES_NEW
NRCHG,B_JOB_OUTSIDE_FLD_REAS_CAREER_CHG,Reason for working outside field of highest degree: career change,CG0: A22.4/CGN: A22.4/CGNR: A22.4,Did these factors influence your decision to work in an area outside the field of your highest degree? (Response to: Change in career or professional interests),"Working during the week of February 1, 2023 and principal job not related to highest degree",$YES_NO_CODES
NRCON,B_JOB_OUTSIDE_FLD_REAS_WRKNG_CONDS,Reason for working outside field of highest degree: working conditions,CG0: A22.2/CGN: A22.2/CGNR: A22.2,"Did these factors influence your decision to work in an area outside the field of your highest degree? (Response to: Working conditions (e.g., hours, equipment, working environment))","Working during the week of February 1, 2023 and principal job not related to highest degree",$YES_NO_CODES
NRFAM,B_JOB_OUTSIDE_FLD_REAS_FAMILY,Reason for working outside field of highest degree: family-related reasons,CG0: A22.5/CGN: A22.5/CGNR: A22.5,"Did these factors influence your decision to work in an area outside the field of your highest degree? (Response to: Family-related reasons (e.g., children, spouse's job moved))","Working during the week of February 1, 2023 and principal job not related to highest degree",$YES_NO_CODES
NRLOC,B_JOB_OUTSIDE_FLD_REAS_LOC,Reason for working outside field of highest degree: job location,CG0: A22.3/CGN: A22.3/CGNR: A22.3,Did these factors influence your decision to work in an area outside the field of your highest degree? (Response to: Job location),"Working during the week of February 1, 2023 and principal job not related to highest degree",$YES_NO_CODES
NROCNA,B_JOB_OUTSIDE_FLD_REAS_JOB_NOT_AVAIL,Reason for working outside field of highest degree: suitable job not available,CG0: A22.6/CGN: A22.6/CGNR: A22.6,Did these factors influence your decision to work in an area outside the field of your highest degree? (Response to: Job in highest degree field not available),"Working during the week of February 1, 2023 and principal job not related to highest degree",$YES_NO_CODES
NROT,B_JOB_OUTSIDE_FLD_REAS_OTHR,Reason for working outside field of highest degree: other,CG0: A22.7/CGN: A22.7/CGNR: A22.7,Did these factors influence your decision to work in an area outside the field of your highest degree? (Response to: Some other reason),"Working during the week of February 1, 2023 and principal job not related to highest degree",$YES_NO_CODES
NRPAY,B_JOB_OUTSIDE_FLD_REAS_PAY_OR_PROMOT,Reason for working outside field of highest degree: pay/promotion,CG0: A22.1/CGN: A22.1/CGNR: A22.1,"Did these factors influence your decision to work in an area outside the field of your highest degree? (Response to: Pay, promotion opportunities)","Working during the week of February 1, 2023 and principal job not related to highest degree",$YES_NO_CODES
NRREA,B_JOB_OUTSIDE_FLD_REASON_PRIMRY,Most important reason for working outside field of highest degree,CG0: A23.1/CGN: A23.1/CGNR: A23.1,Which two factors in [the previous question] were your most important reasons for working in an area outside the field of your highest degree? (Most important reason),"Working during the week of February 1, 2023 and principal job not related to highest degree",$OUTSIDE_FIELD_REASONS_CG
NRSEC,B_JOB_OUTSIDE_FLD_REASON_SECOND,Second most important reason for working outside field of highest degree,CG0: A23.2/CGN: A23.2/CGNR: A23.2,Which two factors in [the previous question] were your most important reasons for working in an area outside the field of your highest degree? (Second most important reason),"Working during the week of February 1, 2023 and principal job not related to highest degree",$OUTSIDE_FIELD_REASONS_CG
NWFAM,A_JOB_NOT_WRKNG_REAS_FAMILY,Reasons for not working: family responsibilities,CG0: A03.6/CGN: A03.6/CGNR: A03.6,"What were your reasons for not working during the week of February 1, 2023? (Response to: Family responsibilities)","Not working during the week of February 1, 2023",$YES_NO_CODES
NWILL,A_JOB_NOT_WRKNG_REAS_ILL_DISABLE,Reasons for not working: illness/disability,CG0: A03.7/CGN: A03.7/CGNR: A03.7,"What were your reasons for not working during the week of February 1, 2023? (Response to: Chronic illness or permanent disability)","Not working during the week of February 1, 2023",$YES_NO_CODES
NWLAY,A_JOB_NOT_WRKNG_REAS_LAYOFF,Reasons for not working: layoff,CG0: A03.3/CGN: A03.3/CGNR: A03.3,"What were your reasons for not working during the week of February 1, 2023? (Response to: On layoff from a job)","Not working during the week of February 1, 2023",$YES_NO_CODES
NWNOND,A_JOB_NOT_WRKNG_REAS_NO_NEED,Reasons for not working: did not need/want to work,CG0: A03.9/CGN: A03.9/CGNR: A03.9,"What were your reasons for not working during the week of February 1, 2023? (Response to: Did not need or want to work)","Not working during the week of February 1, 2023",$YES_NO_CODES
NWOCNA,A_JOB_NOT_WRKNG_REAS_JOB_NOT_AVAIL,Reasons for not working: suitable job not available,CG0: A03.8/CGN: A03.8/CGNR: A03.8,"What were your reasons for not working during the week of February 1, 2023? (Response to: Suitable job not available)","Not working during the week of February 1, 2023",$YES_NO_CODES
NWOT,A_JOB_NOT_WRKNG_REAS_OTHR,Reasons for not working: other,CG0: A03.10/CGN: A03.10/CGNR: A03.10,"What were your reasons for not working during the week of February 1, 2023? (Response to: Other)","Not working during the week of February 1, 2023",$YES_NO_CODES
NWRET,A_JOB_NOT_WRKNG_REAS_RETIRED,Reasons for not working: retired,CG0: A03.1/CGN: A03.1/CGNR: A03.1,"What were your reasons for not working during the week of February 1, 2023? (Response to: Retired)","Not working during the week of February 1, 2023",$YES_NO_CODES
NWRTYR,A_JOB_NOT_WRKNG_REAS_RETIRED_YR,Reasons for not working: retired year,CG0: A03.1YY/CGN: A03.1YY/CGNR: A03.1YY,"What were your reasons for not working during the week of February 1, 2023? (Year Retired, for those who Responded Retired)","Not working during the week of February 1, 2023",NUMERIC_FOUR
NWSTU,A_JOB_NOT_WRKNG_REAS_STUDENT,Reasons for not working: student,CG0: A03.4/CGN: A03.4/CGNR: A03.4,"What were your reasons for not working during the week of February 1, 2023? (Response to: Student)","Not working during the week of February 1, 2023",$YES_NO_CODES
OBSNUM,Z_OBSERVATION_NUMBER,Observation number,System,Derived within SESTAT from reported information,All respondents,N/A
OCEDRLP,B_JOB_RELTD_TO_DEGREE,Extent that principal job is related to highest degree,CG0: A21/CGN: A21/CGNR: A21,To what extent was your work on your principal job related to your highest degree?,"Working during the week of February 1, 2023",$RELATED_CODES
O_ASIAN,U_DEM_RACE_OTHER_ASIAN,Racial background indicator for other Asians,SYSTEM,Derived within SESTAT from reported information,All respondents,$MARK_ALL_CODES
O_PACIFIC,U_DEM_RACE_OTHER_PACIFIC_ISLANDER,Racial background indicator for other Pacific Islanders,SYSTEM,Derived within SESTAT from reported information,All respondents,$MARK_ALL_CODES
PACIFIC,U_DEM_RACE_PACIFIC,Native Hawaiian or other Pacific Islander racial background indicator,CG0: SYSTEM/CGN: E21.2/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MARK_ALL_CODES
PBPR21C,E_JOB_EMPLR_EDUC_INST_PUB_OR_PRIV_2021,Public/private  indicator for employer if a postsecondary educational institution - 2021 Carnegie value,SYSTEM,Derived within SESTAT from reported information,All respondents,$PUBLIC_PRIVATE_CODES
PERMVYR,V_DEM_VISA_OBTAINED_YEAR,Year obtained permanent residency,CG0: E09.1TXT/CGN: E10.YY/CGNR: F09.1TXT,(If Non-U.S. citizen) Were you a non-U.S. citizen... (Responded 'with a Permanent U.S. Resident Visa' and entered Year),With Permanent Residence,NUMERIC_FOUR
PJFAM,F_JOB_PART_TIME_REAS_FAMILY,Reason worked part-time: family responsibilities,CG0: A39.4/CGN: A39.4/CGNR: A39.4,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2023? (Response to: Family responsibilities)","Working less than 35 hours per week on principal job during the week of February 1, 2023",$YES_NO_CODES
PJHAJ,F_JOB_PART_TIME_REAS_HOLD_ANOTHER_JOB,Reason worked part-time: held another job,CG0: A39.9/CGN: A39.9/CGNR: A39.9,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2023? (Response to: Held more than one job)","Working less than 35 hours per week on principal job during the week of February 1, 2023",$YES_NO_CODES
PJHRS,F_JOB_PART_TIME_REAS_HRS_REDUCED,Reason worked part-time: hours reduced,CG0: A39.8/CGN: A39.8/CGNR: A39.8,Why did you usually work fewer than 35 hours? Hours or work reduced unrelated to the coronavirus pandemic,All respondents,$YES_NO_CODES
PJNOND,F_JOB_PART_TIME_REAS_NO_NEED,Reason worked part-time: did not need/want to work full-time,CG0: A39.10/CGN: A39.10/CGNR: A39.10,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2023? (Response to: Did not need or want to work more hours)","Working less than 35 hours per week on principal job during the week of February 1, 2023",$YES_NO_CODES
PJOCNA,F_JOB_PART_TIME_REAS_FT_JOB_NA,Reason worked part-time: full-time job not available,CG0: A39.6/CGN: A39.6/CGNR: A39.6,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2023? (Response to: Full-time job not available)","Working less than 35 hours per week on principal job during the week of February 1, 2023",$YES_NO_CODES
PJOT,F_JOB_PART_TIME_REAS_OTHR,Reason worked part-time: other,CG0: A39.11/CGN: A39.11/CGNR: A39.11,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2023? (Response to: Other)","Working less than 35 hours per week on principal job during the week of February 1, 2023",$YES_NO_CODES
PJRET,F_JOB_PART_TIME_REAS_RETIRED,Reason worked part-time: previously or semi-retired,CG0: A39.1/CGN: A39.1/CGNR: A39.1,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2023? (Response to: Previously retired or semi-retired)","Working less than 35 hours per week on principal job during the week of February 1, 2023",$YES_NO_CODES
PJRETYR,F_JOB_PART_TIME_REAS_RETIRED_YR,Reason worked part-time: previously or semi-retired year,CG0: A39.1YY/CGN: A39.1YY/CGNR: A39.1YY,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2023? (Response to: Previously retired or semi-retired: Year Retired)","Working less than 35 hours per week on principal job during the week of February 1, 2023",NUMERIC_FOUR
PJSTU,F_JOB_PART_TIME_REAS_STUDENT,Reason worked part-time: student,CG0: A39.2/CGN: A39.2/CGNR: A39.2,"For which of the following reasons did you usually work fewer than 35 hours per week on the principal job you held during the week of February 1, 2023? (Response to: Student)","Working less than 35 hours per week on principal job during the week of February 1, 2023",$YES_NO_CODES
PJWTFT,F_JOB_PART_TIME_WANT_FULL_TIME,Want to work full-time on principal job indicator,CG0: A38/CGN: A38/CGNR: A38,Did you want to work 35 or more hours per week on your principal job?,"Working less than 35 hours per week on principal job during the week of February 1, 2023",$YES_NO_CODES
PRMBR,D_JOB_PROF_ASSOC_MEMBRSHPS_NBR,Number of professional society memberships,CG0: C05/CGN: C05/CGNR: C05,"To how many regional, national, or international professional societies or associations do you currently belong? (Number)","All respondents, except those who never worked",NUMERIC_TWO
PROMTGI,D_JOB_PROF_ASSOC_ATTEND_MTNGS_IND,Attended professional meetings in past year,CG0: C04/CGN: C04/CGNR: C04,"During the past 12 months, did you attend any professional society or association meetings or professional conferences?","All respondents, except those who never worked",$YES_NO_CODES
RACECAT,U_DEM_RACE_CATEGORY,Detailed race categories,E20.4,What is your race? Mark all that apply.,All respondents,$RACECATF
RACEM,U_DEM_MULTIPLE_RACE_CAT,Race,CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$RACE_CODES_NEW
RACETHM,U_DEM_MULTIPLE_RACE_ETHNICITY_CAT,Race/ethnicity,CG0: SYSTEM/CGN: RECODE/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$ETHNICITY_CODES_NEW
REFYR,Z_SURVEY_YEAR,Survey year,CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,N/A
RESIDE,V_DEM_CITIZENSHIP_LIVE_IN_US_OR_TERR,Living in U.S. or Puerto Rico during reference week.,CG0: E06/CGN: E07/CGNR: E06,"On the survey reference date, where were you living?",All respondents,$LIVING_IN_US_CODES
RESPLCUS,U_RESPONDENT_LOCATION_US_NONUS,Respondent location (U.S./Non-U.S.),CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,All respondents,$US_NONUS_CODES
RESPLO3_TOGA,U_RESPONDENT_LOCATION_STATE_COUNTRY_TOGA,3-Digit Respondent Location (state/country  code),SYSTEM,Derived within SESTAT from reported information,All respondents,$TOGALOCAT_CG
RESPLOC,U_RESPONDENT_LOCATION,Respondent location,CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,All respondents,$REGION_CODES
SALARY,H_JOB_SALARY_ANN,Salary (annualized),CG0: A30/CGN: A30/CGNR: A30,"As of the week of February 1, 2023, what was your basic annual salary on your principal job, before deductions?","Working during the week of February 1, 2023",NUMERIC_DOLLAR_SEVEN
SAMOAN,U_DEM_RACE_SAMOAN,Samoan racial background indicator,SYSTEM,Derived within SESTAT from reported information,All respondents,$MARK_ALL_CODES
SATADV,F_JOB_SATISFACTION_ADVANCEMENT,Satisfaction principal job's opportunities for advancement,CG0: A28.5/CGN: A28.5/CGNR: A28.5,"Thinking about your principal job held during the week of February 1, 2023, please rate your satisfaction with that job's opportunities for advancement","Working during the week of February 1, 2023",$SATISFIED_CODES
SATBEN,F_JOB_SATISFACTION_BENEFITS,Satisfaction principal job benefits,CG0: A28.2/CGN: A28.2/CGNR: A28.2,"Thinking about your principal job held during the week of February 1, 2023, please rate your satisfaction with that job's benefits","Working during the week of February 1, 2023",$SATISFIED_CODES
SATCHAL,F_JOB_SATISFACTION_CHALLENGE,Satisfaction principal job's intellectual challenge,CG0: A28.6/CGN: A28.6/CGNR: A28.6,"Thinking about your principal job held during the week of February 1, 2023, please rate your satisfaction with that job's intellectual challenge","Working during the week of February 1, 2023",$SATISFIED_CODES
SATIND,F_JOB_SATISFACTION_INDEPENDENCE,Satisfaction principal job's degree of independence,CG0: A28.8/CGN: A28.8/CGNR: A28.8,"Thinking about your principal job held during the week of February 1, 2023, please rate your satisfaction with that job's degree of independence","Working during the week of February 1, 2023",$SATISFIED_CODES
SATLOC,F_JOB_SATISFACTION_LOCATION,Satisfaction principal job's job location,CG0: A28.4/CGN: A28.4/CGNR: A28.4,"Thinking about your principal job held during the week of February 1, 2023, please rate your satisfaction with that job's job location","Working during the week of February 1, 2023",$SATISFIED_CODES
SATRESP,F_JOB_SATISFACTION_RESPONSIBILITY,Satisfaction principal job's level of responsibility,CG0: A28.7/CGN: A28.7/CGNR: A28.7,"Thinking about your principal job held during the week of February 1, 2023, please rate your satisfaction with that job's level of responsibility","Working during the week of February 1, 2023",$SATISFIED_CODES
SATSAL,F_JOB_SATISFACTION_SALARY,Satisfaction principal job salary,CG0: A28.1/CGN: A28.1/CGNR: A28.1,"Thinking about your principal job held during the week of February 1, 2023, please rate your satisfaction with that job's salary","Working during the week of February 1, 2023",$SATISFIED_CODES
SATSEC,F_JOB_SATISFACTION_SECURITY,Satisfaction principal job's job security,CG0: A28.3/CGN: A28.3/CGNR: A28.3,"Thinking about your principal job held during the week of February 1, 2023, please rate your satisfaction with that job's job security","Working during the week of February 1, 2023",$SATISFIED_CODES
SATSOC,F_JOB_SATISFACTION_SOCIETY,Satisfaction principal job's contribution to society,CG0: A28.9/CGN: A28.9/CGNR: A28.9,"Thinking about your principal job held during the week of February 1, 2023, please rate your satisfaction with that job's contribution to society","Working during the week of February 1, 2023",$SATISFIED_CODES
SEX_2023,U_DEM_SEX_2023,Sex at birth,E19,"What sex were you assigned at birth, on your original birth certificate?",All respondents,$SEX_CODES
SPNAT,W_DEM_SPOUSE_WORK_EXPERT_PHYS_SCI,"Technical expertise required by spouse/partner job: engineering, computer, math, natural sciences",CG0: E03.1/CGN: E03.1/CGNR: E03.1,"Did your spouse's or partner's duties on this job require the technical expertise of a bachelor's degree or higher in... (Response to: Engineering, computer science, math, or the natural sciences)","Spouse working during week of February 1, 2023",$YES_NO_CODES
SPOT,W_DEM_SPOUSE_WORK_EXPERT_OTHER,Technical expertise required by spouse/partner job: other,CG0: E03.3/CGN: E03.3/CGNR: E03.3,"Did your spouse's or partner's duties on this job require the technical expertise of a bachelor's degree or higher in... (Response to: Some other field (e.g., health, business, or education))","Spouse working during week of February 1, 2023",$YES_NO_CODES
SPOWK,W_DEM_SPOUSE_WORKING_IND,Spouse or partner working?,CG0: E02/CGN: E02/CGNR: E02,"During the week of February 1, 2023, was your spouse or partner working?","Married or living in a marriage-like relationship during week of February 1, 2023",$SPOUSE_WORKING_CODES
SPSOC,W_DEM_SPOUSE_WORK_EXPERT_SOCIAL_SCI,Technical expertise required by spouse/partner Job: social sciences,CG0: E03.2/CGN: E03.2/CGNR: E03.2,Did your spouse's or partner's duties on this job require the technical expertise of a bachelor's degree or higher in... (Response to: Social sciences),"Spouse working during week of February 1, 2023",$YES_NO_CODES
SRVMODE,Z_SURVEY_MODE,Survey mode,CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$SURVEY_MODES
STRTMN,B_EMPLOYED_MONTH,Month principal job started,CG0: A20.MM/CGN: A20.MM/CGNR: A20.MM,"During what month and year did you start this job, (that is, the principal job you held during the week of February 1, 2023)? [Month response]","Working during the week of February 1, 2023",MONTH_GROUP
STRTYR,B_EMPLOYED_YEAR,Year principal job started,CG0: A20.YY/CGN: A20.YY/CGNR: A20.YY,"During what month and year did you start this job, (that is, the principal job you held during the week of February 1, 2023)? [Year response]","Working during the week of February 1, 2023",NUMERIC_FOUR
SUPDIR,F_JOB_SUPERVISE_NUM_DIR,Number of people supervised directly,CG0: A27.1/CGN: A27.1/CGNR: A27.1,How many people did you typically... (Response to: Supervise directly?),"Working during the week of February 1, 2023 and supervised others a part of principal job",SUPERVISE_DIRECT
SUPIND,F_JOB_SUPERVISE_NUM_INDIR,Number of people supervised through subordinates,CG0: A27.2/CGN: A27.2/CGNR: A27.2,How many people did you typically... (Response to: Supervise indirectly through subordinate supervisors?),"Working during the week of February 1, 2023 and supervised others a part of principal job",SUPERVISE_INDIRECT
SUPWK,F_JOB_SUPERVISE_WRK_IND,Supervised others in principal job indicator,CG0: A26/CGN: A26/CGNR: A26,"Did you supervise the work of others as part of the principal job you held during the week of February 1, 2023?","Working during the week of February 1, 2023",$YES_NO_CODES
SURID,Z_SURVEY_IDENTIFIER,Survey identifier,CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,SURVEY_IDENTIFIER_CODES
SURV_SE,Z_SCIENCE_ENGINEERING_SURVEY_STATUS,Science and engineering indicator: working in Science and Engineering field or have at least one degree in Science and Engineering field,CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$YES_NO_CODES
TCDGCMP,N_ED_WORK_DEGREE_COMPLETED,Completed degree between previous survey reference month/year and current survey reference month/year,CG0: D01/CGN: SYSTEM/CGNR: D01,"Since your last NSCG response, did you complete another degree?",All respondents,$YES_NO_CODES
TELEC,E_JOB_TELEWORK_STATUS,Allowed or required to telework/work remotely,RECODE,"Thinking about your principal job held during the week of February 1, 2023, which of the following best describes whether you were allowed or required to telecommute  or work remotely?","Working during the week of February 1, 2023 (SDR only)",$TELECF
TELEFR,E_JOB_TELEWORK_FREQ,How often telecommute/work remotely,RECODE,How often did you typically telecommute  or work remotely?,"Working during the week of February 1, 2023, allowed or required to telecommute/work remotely",$TELEFF
UGFAST,N_ED_UG_FINAN_SUPP_WRK_STUDY,Financial support for undergraduate degree(s): assistantships or work study,CG0: D08.UG.8/CGN: D12.UG.8/CGNR: D08.UG.8,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Assistantships or work study)",All respondents,$YES_NO_CODES
UGFEM,N_ED_UG_FINAN_SUPP_EMPR,Financial support for undergraduate degree(s): from employer,CG0: D08.UG.3/CGN: D12.UG.3/CGNR: D08.UG.3,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Financial assistance from your employer)",All respondents,$YES_NO_CODES
UGFERN,N_ED_UG_FINAN_SUPP_EARNINGS,Financial support for undergraduate degree: earnings,CG0: D08.UG.9/CGN: D12.UG.9/CGNR: D08.UG.9,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Earnings from employment)",All respondents,$YES_NO_CODES
UGFGFT,N_ED_UG_FINAN_SUPP_GIFTS,"Financial support for undergraduate degree(s): parents/relatives, not to be repaid",CG0: D08.UG.2/CGN: D12.UG.2/CGNR: D08.UG.2,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Financial assistance from parents, spouse, other relatives, not to be repaid)",All respondents,$YES_NO_CODES
UGFGRN,N_ED_UG_FINAN_SUPP_GRANTS,"Financial support for undergraduate degree(s): tuition waivers, fellowships, grants and scholarships",CG0: D08.UG.7/CGN: D12.UG.7/CGNR: D08.UG.7,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Tuition waivers, fellowships, grants, scholarships)",All respondents,$YES_NO_CODES
UGFLN,N_ED_UG_FINAN_SUPP_LOANS,"Financial support for undergraduate degree(s): Loans from school, banks, and government",CG0: D08.UG.6/CGN: D12.UG.6/CGNR: D08.UG.6,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Loans from the school you attended, banks, federal or state government)",All respondents,$YES_NO_CODES
UGFNODG,N_ED_UG_FINAN_SUPP_NO_DEGREE,Financial support for undergraduate degree(s): did not earn a degree at this level,CG0: D08.UG.1/CGN: D12.UG.1/CGNR: D08.UG.1,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Did not earn a degree at this level)",All respondents,$YES_NO_CODES
UGFOT,N_ED_UG_FINAN_SUPP_OTHR,Financial support for undergraduate degree(s): other,CG0: D08.UG.11/CGN: D12.UG.11/CGNR: D08.UG.11,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Other)",All respondents,$YES_NO_CODES
UGFPLN,N_ED_UG_FINAN_SUPP_LOANS_PARENT,Financial support for undergraduate degree(s): Loans from parents or other relatives,CG0: D08.UG.5/CGN: D12.UG.5/CGNR: D08.UG.5,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Loans from parents or other relatives, to be repaid)",All respondents,$YES_NO_CODES
UGFSAV,N_ED_UG_FINAN_SUPP_LOANS_SAVINGS,Financial support for undergraduate degree(s): Personal savings,CG0: D08.UG.10/CGN: D12.UG.10/CGNR: D08.UG.10,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Personal savings)",All respondents,$YES_NO_CODES
UGFVET,N_ED_UG_FINAN_SUPP_LOANS_VET,Financial support for undergraduate degree(s): Financial assistance from Veterans Educational Assistance Act (G.I. Bill),CG0: D08.UG.4/CGN: D12.UG.4/CGNR: D08.UG.4,"How did you finance any undergraduate or graduate degrees you completed before February 1, 2023 (Response to: Undergraduate- Financial assistance from the Veterans Educational Assistance Act (i.e., the G.I. Bill))",All respondents,$YES_NO_CODES
UGLOANR,N_ED_UG_FINAN_SUPP_BORROWED_RANGE_AMT,Amount borrowed to finance UNDERGRADUATE degree(s),CG0: D09.UG.BR/CGN: D13.UG.BR/CGNR: D09.UG.BR,Completed Undergraduate Degrees- Total amount borrowed,All respondents,$AMOUNT_BORROW_OWE_2D
